UserID,ID,rating
248,300319,1
248,300320,1
248,300300,4
248,300307,1
249,300302,3
249,300317,3
249,300306,5
249,300314,4
249,300318,1
249,300304,2
249,300306,4
249,300320,4
249,300316,1
249,300320,1
250,300303,5
250,300300,5
250,300304,5
250,300306,5
250,300317,5
250,300322,5
250,300319,5
250,300321,5
250,300323,5
250,300315,5
251,300318,5
251,300322,5
251,300313,5
251,300323,5
251,300301,5
251,300322,5
251,300320,5
251,300324,5
251,300319,5
251,300311,5
252,300310,4
252,300304,4
252,300324,3
252,300313,4
252,300316,3
252,300315,2
252,300302,2
252,300314,4
252,300315,2
252,300308,5
253,300312,1
253,300321,1
253,300315,1
253,300303,1
253,300304,5
253,300313,5
253,300303,5
253,300312,5
253,300309,1
253,300321,1
254,300301,1
254,300308,1
254,300322,5
254,300318,2
254,300304,1
254,300304,1
254,300312,1
254,300318,1
254,300308,1
254,300305,1
255,300312,5
255,300323,3
255,300311,3
255,300306,2
255,300320,2
255,300308,1
255,300320,3
255,300302,3
255,300311,3
255,300310,3
256,300313,5
256,300322,3
256,300320,5
256,300315,3
256,300322,4
256,300308,2
256,300313,2
256,300322,4
256,300322,3
256,300324,4
257,300313,5
257,300317,4
257,300300,4
257,300324,2
257,300308,3
257,300301,3
257,300314,2
257,300314,2
257,300321,4
257,300314,2
258,300323,2
258,300324,4
258,300317,5
258,300318,2
258,300313,1
258,300315,1
258,300300,1
258,300305,1
258,300315,1
258,300304,1
259,300309,4
259,300313,3
259,300318,4
259,300320,1
259,300314,1
259,300308,1
259,300307,3
259,300320,1
259,300311,1
259,300307,1
260,300319,2
260,300308,1
260,300307,5
260,300322,5
260,300321,5
260,300324,5
260,300308,4
260,300312,2
260,300313,1
260,300322,5
261,300321,3
261,300322,3
261,300323,3
261,300310,4
261,300305,3
261,300313,1
261,300311,3
261,300322,3
261,300321,1
261,300315,1
262,300302,1
262,300308,2
262,300320,1
262,300319,5
262,300309,3
262,300315,5
262,300318,2
262,300208,1
262,300204,1
262,300194,5
263,300180,5
263,300288,5
263,300312,5
263,300111,4
263,300250,5
263,300144,4
263,300120,4
263,300249,5
263,300286,5
263,300279,5
264,300307,5
264,300086,5
264,300111,5
264,300128,1
264,300129,5
264,300291,5
264,300053,1
264,300052,1
264,300199,1
264,300075,5
265,300213,5
265,300003,4
265,300279,5
265,300128,5
265,300307,4
265,300172,4
265,300198,4
265,300065,3
265,300266,5
265,300123,2
266,300206,5
266,300265,3
266,300156,5
266,300284,5
266,300025,5
266,300079,4
266,300116,4
266,300230,5
266,300303,4
266,300013,4
267,300204,5
267,300202,4
267,300321,4
267,300210,4
267,300058,5
267,300192,4
267,300037,5
267,300121,4
267,300031,3
268,300317,5
268,300095,4
268,300319,4
268,300051,5
268,300138,4
268,300290,4
268,300260,5
268,300272,4
269,300026,4
269,300137,4
269,300090,5
269,300258,4
269,300210,5
269,300143,4
269,300029,3
269,300111,5
270,300319,5
270,300147,4
270,300180,5
270,300280,5
270,300117,4
270,300124,4
270,300215,4
270,300065,3
271,300127,5
271,300096,2
271,300213,5
271,300219,3
271,300119,5
271,300202,5
271,300299,5
271,300258,5
272,300141,5
272,300043,4
272,300227,2
272,300304,1
272,300085,5
272,300002,3
272,300244,3
272,300017,3
273,300299,4
273,300173,3
273,300162,1
273,300082,3
273,300015,3
273,300053,1
273,300074,1
273,300262,1
274,300059,2
274,300061,1
274,300230,5
274,300210,5
274,300318,5
274,300108,5
274,300191,4
274,300133,2
275,300119,1
275,300011,5
275,300261,3
275,300129,3
275,300049,3
275,300112,4
275,300182,3
275,300196,1
275,300291,3
275,300307,3
276,300228,1
276,300073,1
276,300251,1
276,300150,2
276,300038,1
276,300028,5
276,300002,3
276,300104,1
277,300044,3
277,300180,3
277,300121,1
277,300155,1
277,300050,1
277,300314,2
277,300238,1
277,300107,5
278,300074,5
278,300270,5
278,300264,5
278,300084,4
278,300043,2
278,300315,1
278,300023,5
278,300048,3
279,300274,4
279,300317,4
279,300287,5
279,300319,4
279,300010,5
279,300295,4
279,300019,3
279,300074,5
280,300034,4
280,300004,4
280,300284,5
280,300046,4
280,300300,4
280,300055,5
280,300088,4
280,300090,4
280,300094,4
280,300309,5
281,300131,4
281,300081,5
281,300098,4
281,300044,3
281,300305,5
281,300064,5
281,300271,4
281,300104,5
282,300059,5
282,300023,4
282,300040,5
282,300255,5
282,300281,5
282,300242,5
282,300046,5
282,300115,5
282,300013,5
282,300007,5
283,300111,5
283,300066,5
283,300237,5
283,300137,5
283,300119,4
283,300275,4
283,300136,3
283,300046,4
283,300048,3
283,300118,2
284,300192,2
284,300113,4
284,300030,2
284,300034,5
284,300320,4
284,300069,5
284,300178,5
284,300294,4
285,300219,5
285,300172,5
285,300017,5
285,300157,5
285,300084,5
285,300254,5
285,300245,5
285,300105,5
286,300245,5
286,300058,5
286,300314,5
286,300292,5
286,300097,1
286,300189,2
286,300140,1
286,300122,5
286,300103,3
286,300196,1
287,300058,3
287,300291,3
287,300309,1
287,300184,1
287,300168,1
287,300223,2
287,300051,1
287,300317,5
287,300299,5
287,300099,5
288,300233,5
288,300124,4
288,300248,2
288,300097,1
288,300065,5
288,300251,3
288,300105,4
288,300056,4
289,300096,5
289,300249,4
289,300315,5
289,300299,4
289,300302,4
289,300276,4
289,300029,4
289,300169,5
289,300069,4
289,300110,5
290,300136,4
290,300224,3
290,300112,5
290,300077,5
290,300261,4
290,300188,5
290,300085,5
290,300242,4
290,300306,4
290,300097,4
291,300081,3
291,300112,5
291,300290,2
291,300299,5
291,300274,3
291,300071,5
291,300124,5
291,300105,5
291,300032,5
291,300224,5
292,300273,4
292,300029,2
292,300272,1
292,300319,5
292,300168,3
292,300290,3
292,300110,3
292,300024,4
293,300123,3
293,300108,1
293,300138,3
293,300048,3
293,300082,1
293,300162,1
293,300102,1
293,300293,2
293,300259,1
293,300287,5
294,300083,5
294,300077,5
294,300124,5
294,300182,4
294,300111,2
294,300078,1
294,300262,5
294,300121,3
295,300322,3
295,300084,3
295,300313,4
295,300247,3
295,300049,1
295,300238,3
295,300259,3
295,300113,1
295,300235,1
295,300000,1
296,300142,2
296,300314,1
296,300148,5
296,300265,3
296,300065,1
296,300009,3
296,300163,3
296,300096,1
297,300066,1
297,300311,1
297,300273,2
297,300295,1
297,300117,5
297,300069,5
297,300313,5
297,300166,5
298,300186,4
298,300232,2
298,300081,1
298,300128,5
298,300056,3
298,300283,4
298,300106,4
298,300092,5
298,300220,4
298,300137,5
299,300291,4
299,300136,3
299,300115,5
299,300043,4
299,300122,4
299,300283,5
299,300140,4
299,300060,4
300,300169,5
300,300294,4
300,300253,4
300,300266,4
300,300176,5
300,300238,4
300,300079,5
300,300203,4
301,300075,3
301,300117,5
301,300188,5
301,300282,4
301,300148,5
301,300123,5
301,300158,4
301,300309,5
302,300081,5
302,300084,5
302,300009,5
302,300216,5
302,300187,5
302,300121,5
302,300112,5
302,300175,5
303,300128,5
303,300209,5
303,300301,5
303,300314,4
303,300084,4
303,300309,3
303,300178,4
303,300306,3
304,300168,2
304,300292,2
304,300144,4
304,300103,2
304,300271,5
304,300228,4
304,300023,5
304,300097,5
304,300009,4
304,300240,5
305,300230,5
305,300246,5
305,300133,5
305,300193,5
305,300255,5
305,300180,5
305,300016,5
305,300052,5
306,300287,5
306,300021,5
306,300243,5
306,300308,1
306,300318,2
306,300150,1
306,300228,5
306,300027,3
306,300060,1
306,300025,3
307,300004,3
307,300142,1
307,300057,1
307,300228,1
307,300110,2
307,300120,1
307,300040,5
307,300002,5
307,300260,5
307,300158,5
308,300040,4
308,300218,2
308,300205,1
308,300305,5
308,300239,3
308,300125,4
308,300207,5
308,300045,4
308,300233,4
308,300096,5
309,300132,5
309,300181,5
309,300245,5
309,300307,5
309,300040,3
309,300320,3
309,300196,5
309,300039,1
310,300111,2
310,300210,5
310,300315,1
310,300030,4
310,300059,3
310,300103,3
310,300263,3
310,300083,5
311,300041,3
311,300088,3
311,300146,4
311,300204,3
311,300227,4
311,300301,2
311,300108,3
311,300101,5
311,300256,2
311,300128,2
312,300260,1
312,300043,3
312,300255,1
312,300211,1
312,300174,5
312,300281,2
312,300152,4
312,300223,1
313,300129,4
313,300133,5
313,300268,5
313,300197,3
313,300167,2
313,300032,1
313,300145,1
313,300313,5
313,300170,3
313,300156,1
314,300134,1
314,300144,3
314,300198,2
314,300032,4
314,300239,3
314,300254,3
314,300140,3
314,300281,4
315,300107,4
315,300095,3
315,300201,5
315,300155,4
315,300250,4
315,300097,4
315,300195,5
315,300067,3
315,300271,2
315,300216,5
316,300303,4
316,300281,5
316,300215,1
316,300013,5
316,300054,4
316,300034,3
316,300217,4
316,300123,1
317,300094,1
317,300164,3
317,300267,4
317,300152,1
317,300033,4
317,300044,3
317,300261,5
317,300294,5
318,300139,1
318,300049,5
318,300197,5
318,300000,5
318,300056,5
318,300140,5
318,300219,5
318,300031,5
318,300237,3
318,300202,5
319,300239,3
319,300260,3
319,300154,3
319,300027,3
319,300201,3
319,300256,2
319,300058,3
319,300189,3
319,300248,4
319,300028,3
320,300225,4
320,300244,3
320,300186,1
320,300207,5
320,300100,3
320,300201,3
320,300005,1
320,300200,3
321,300159,3
321,300201,2
321,300072,4
321,300212,4
321,300062,4
321,300168,4
321,300231,3
321,300013,3
322,300059,3
322,300144,4
322,300284,4
322,300016,5
322,300166,4
322,300157,5
322,300068,2
322,300242,5
323,300142,4
323,300302,3
323,300110,4
323,300230,4
323,300065,3
323,300278,5
323,300178,3
323,300306,1
324,300201,4
324,300300,3
324,300086,5
324,300202,4
324,300212,5
324,300303,4
324,300304,5
324,300210,4
324,300117,3
324,300002,1
325,300082,1
325,300229,5
325,300234,1
325,300080,3
325,300217,4
325,300179,1
325,300292,2
325,300042,1
326,300123,1
326,300048,1
326,300248,3
326,300148,1
326,300222,1
326,300144,1
326,300257,4
326,300237,1
326,300118,3
326,300008,3
327,300230,5
327,300021,4
327,300197,1
327,300030,2
327,300256,4
327,300154,4
327,300044,1
327,300237,1
328,300159,5
328,300167,5
328,300192,5
328,300145,5
328,300266,5
328,300246,5
328,300317,5
328,300198,5
328,300110,5
328,300120,5
329,300297,5
329,300212,5
329,300020,5
329,300264,5
329,300098,5
329,300105,5
329,300018,5
329,300230,5
330,300002,5
330,300027,5
330,300107,4
330,300190,4
330,300073,3
330,300212,4
330,300141,3
330,300130,2
331,300304,2
331,300078,4
331,300229,2
331,300037,5
331,300289,1
331,300093,1
331,300244,1
331,300313,1
332,300022,5
332,300096,5
332,300061,5
332,300157,5
332,300086,1
332,300140,1
332,300184,1
332,300117,1
332,300142,5
332,300153,2
333,300238,1
333,300030,1
333,300168,1
333,300294,1
333,300174,1
333,300221,1
333,300312,5
333,300299,3
334,300089,3
334,300243,2
334,300048,2
334,300040,1
334,300209,3
334,300125,3
334,300056,3
334,300174,3
335,300196,5
335,300236,3
335,300114,5
335,300042,3
335,300104,4
335,300289,2
335,300189,2
335,300005,4
336,300322,3
336,300217,4
336,300205,5
336,300025,4
336,300271,4
336,300280,2
336,300146,3
336,300228,3
337,300313,2
337,300323,2
337,300316,4
337,300144,2
337,300311,2
337,300210,4
337,300146,5
337,300232,2
338,300061,1
338,300060,1
338,300126,1
338,300102,1
338,300257,1
338,300100,1
338,300078,4
338,300025,3
339,300162,4
339,300234,1
339,300280,1
339,300053,1
339,300049,3
339,300244,1
339,300139,1
339,300114,1
340,300198,2
340,300112,1
340,300315,5
340,300159,5
340,300082,5
340,300275,5
340,300201,4
340,300093,2
340,300272,1
340,300162,5
341,300213,3
341,300231,3
341,300146,3
341,300269,4
341,300048,3
341,300077,1
341,300062,3
341,300106,3
341,300151,1
341,300059,1
342,300172,1
342,300137,2
342,300200,1
342,300087,5
342,300124,3
342,300150,5
342,300013,2
342,300029,1
342,300303,1
342,300074,5
343,300227,5
343,300259,5
343,300255,5
343,300299,4
343,300022,5
343,300088,4
343,300155,4
343,300127,5
343,300220,5
343,300312,5
344,300177,5
344,300160,5
344,300048,5
344,300138,1
344,300308,5
344,300072,5
344,300305,1
344,300288,1
345,300323,1
345,300072,5
345,300094,5
345,300162,4
345,300259,5
345,300203,5
345,300314,4
345,300214,4
345,300097,4
345,300013,3
346,300266,5
346,300250,2
346,300068,5
346,300069,3
346,300071,5
346,300316,5
346,300224,5
346,300075,4
347,300087,4
347,300140,5
347,300161,4
347,300267,4
347,300297,5
347,300175,4
347,300286,4
347,300002,4
348,300051,5
348,300108,4
348,300147,5
348,300092,4
348,300303,3
348,300292,5
348,300052,4
348,300290,4
349,300118,5
349,300115,4
349,300290,4
349,300122,5
349,300140,4
349,300252,4
349,300200,4
349,300289,5
350,300045,4
350,300252,5
350,300317,4
350,300002,3
350,300041,5
350,300259,5
350,300042,4
350,300084,5
351,300257,5
351,300141,4
351,300136,4
351,300210,4
351,300020,3
351,300215,5
351,300287,2
351,300134,5
352,300243,3
352,300173,5
352,300118,5
352,300081,5
352,300246,5
352,300258,5
352,300055,4
352,300320,2
353,300070,1
353,300063,5
353,300073,3
353,300170,3
353,300252,3
353,300095,4
353,300199,3
353,300291,1
353,300125,3
353,300317,3
354,300215,1
354,300047,1
354,300306,1
354,300198,2
354,300064,1
354,300208,5
354,300227,5
354,300129,5
354,300095,5
354,300235,4
355,300068,2
355,300001,1
355,300044,5
355,300144,3
355,300162,3
355,300316,3
355,300161,4
355,300293,3
356,300245,1
356,300298,3
356,300268,3
356,300059,1
356,300319,1
356,300273,1
356,300324,2
356,300112,1
357,300199,5
357,300131,3
357,300065,1
357,300157,3
357,300311,3
357,300210,1
357,300322,1
357,300186,1
357,300244,2
357,300214,1
358,300029,5
358,300163,5
358,300151,5
358,300087,5
358,300155,4
358,300288,2
358,300186,1
358,300064,5
359,300226,3
359,300289,4
359,300154,4
359,300155,5
359,300320,4
359,300222,5
359,300238,4
359,300080,3
360,300086,5
360,300041,4
360,300116,4
360,300302,5
360,300120,4
360,300098,4
360,300129,5
360,300075,4
360,300033,4
360,300257,4
361,300128,5
361,300023,4
361,300059,5
361,300242,4
361,300034,3
361,300182,5
361,300010,5
361,300267,4
361,300201,5
361,300250,5
362,300235,4
362,300188,5
362,300027,5
362,300194,5
362,300113,5
362,300008,5
362,300282,5
362,300184,5
362,300230,5
362,300205,5
363,300095,5
363,300269,5
363,300230,5
363,300197,4
363,300015,4
363,300038,3
363,300301,4
363,300261,3
363,300288,2
363,300140,2
364,300015,4
364,300080,2
364,300008,5
364,300001,4
364,300075,5
364,300000,5
364,300162,4
364,300005,5
364,300062,5
364,300177,5
365,300043,5
365,300169,5
365,300300,5
365,300002,5
365,300147,5
365,300100,5
365,300245,5
365,300274,5
365,300049,5
365,300277,1
366,300175,2
366,300032,1
366,300042,5
366,300160,3
366,300108,1
366,300049,3
366,300195,3
366,300138,1
366,300218,1
366,300071,1
367,300186,2
367,300066,1
367,300000,5
367,300027,5
367,300270,5
367,300145,5
367,300232,4
367,300179,2
367,300048,1
367,300001,5
368,300244,3
368,300246,4
368,300232,4
368,300245,5
368,300022,4
368,300262,5
368,300015,4
368,300302,4
369,300265,4
369,300104,4
369,300095,5
369,300122,4
369,300222,5
369,300250,4
369,300315,3
369,300160,5
370,300199,5
370,300201,4
370,300051,5
370,300287,5
370,300089,4
370,300184,4
370,300157,4
370,300303,3
371,300201,5
371,300069,2
371,300239,5
371,300055,3
371,300085,5
371,300137,5
371,300300,5
371,300141,5
372,300246,5
372,300320,4
372,300063,2
372,300102,1
372,300158,5
372,300161,3
372,300208,3
372,300023,3
373,300310,4
373,300003,3
373,300067,1
373,300304,3
373,300092,3
373,300012,1
373,300235,1
373,300052,1
374,300217,2
374,300062,1
374,300265,5
374,300261,5
374,300218,5
374,300315,5
374,300159,4
374,300056,2
375,300264,1
375,300038,5
375,300320,3
375,300263,3
375,300134,3
375,300026,4
375,300207,3
375,300253,1
376,300176,3
376,300295,3
376,300050,1
376,300115,1
376,300294,1
376,300162,2
376,300118,1
376,300000,5
376,300097,3
376,300223,1
377,300110,3
377,300002,3
377,300324,1
377,300042,1
377,300151,1
377,300136,2
377,300210,1
377,300298,5
377,300218,5
377,300253,5
378,300039,5
378,300090,4
378,300269,2
378,300229,1
378,300250,5
378,300101,3
378,300007,4
378,300126,4
379,300186,5
379,300049,4
379,300293,5
379,300097,4
379,300257,3
379,300306,5
379,300210,4
379,300168,4
380,300130,5
380,300117,4
380,300235,4
380,300308,5
380,300174,4
380,300110,4
380,300150,4
380,300322,5
380,300052,4
380,300217,5
381,300114,4
381,300175,3
381,300106,5
381,300282,5
381,300026,4
381,300197,5
381,300060,5
381,300040,4
382,300279,5
382,300132,5
382,300138,5
382,300147,5
382,300176,5
382,300247,5
382,300318,5
382,300058,5
383,300242,5
383,300151,5
383,300136,5
383,300293,5
383,300051,4
383,300272,4
383,300314,3
383,300071,4
384,300232,3
384,300010,2
384,300241,2
384,300138,4
384,300308,2
384,300218,5
384,300126,4
384,300169,5
385,300199,5
385,300195,4
385,300173,5
385,300058,5
385,300166,5
385,300054,5
385,300076,5
385,300077,5
385,300253,5
385,300084,5
386,300085,5
386,300015,5
386,300082,5
386,300278,5
386,300232,1
386,300237,2
386,300070,1
386,300150,5
387,300064,3
387,300142,1
387,300229,3
387,300075,3
387,300019,1
387,300244,1
387,300078,1
387,300238,2
387,300024,1
387,300288,5
388,300095,5
388,300066,5
388,300322,5
388,300077,4
388,300135,2
388,300123,1
388,300074,5
388,300257,3
388,300040,4
388,300301,3
389,300013,3
389,300272,2
389,300066,4
389,300121,4
389,300323,4
389,300081,4
389,300061,3
389,300219,3
389,300020,3
389,300309,4
390,300210,4
390,300324,5
390,300088,4
390,300144,5
390,300226,2
390,300083,5
390,300220,4
390,300154,3
390,300318,4
390,300267,4
391,300085,3
391,300118,5
391,300316,3
391,300120,1
391,300139,4
391,300171,3
391,300293,5
391,300232,4
392,300256,5
392,300231,4
392,300047,5
392,300208,4
392,300319,3
392,300243,1
392,300056,1
392,300305,5
392,300289,1
392,300186,3
393,300176,4
393,300216,1
393,300024,2
393,300226,1
393,300166,1
393,300298,1
393,300092,3
393,300272,1
394,300183,1
394,300322,1
394,300116,4
394,300246,1
394,300098,3
394,300193,3
394,300156,5
394,300253,4
394,300127,1
394,300273,2
395,300195,4
395,300315,4
395,300281,1
395,300297,1
395,300003,5
395,300065,5
395,300006,5
395,300263,5
395,300041,5
395,300057,5
396,300134,5
396,300312,5
396,300013,5
396,300023,5
396,300239,5
396,300021,5
396,300292,5
396,300163,5
397,300256,5
397,300099,5
397,300059,5
397,300133,5
397,300187,5
397,300277,5
397,300061,4
397,300315,4
397,300243,3
397,300302,4
398,300187,3
398,300026,2
398,300092,2
398,300146,4
398,300299,2
398,300153,5
398,300216,1
398,300013,1
399,300109,1
399,300018,1
399,300298,5
399,300057,5
399,300208,5
399,300311,5
399,300303,1
399,300094,1
400,300263,1
400,300141,1
400,300187,5
400,300206,2
400,300193,1
400,300067,1
400,300190,1
400,300267,1
401,300105,1
401,300274,1
401,300216,5
401,300291,3
401,300117,3
401,300044,2
401,300113,2
401,300093,1
401,300051,3
401,300012,3
402,300117,3
402,300141,3
402,300161,5
402,300261,3
402,300124,5
402,300098,3
402,300162,4
402,300017,2
403,300299,2
403,300086,4
403,300056,3
403,300225,4
403,300030,5
403,300009,4
403,300140,4
403,300264,2
404,300299,3
404,300194,3
404,300181,2
404,300179,2
404,300289,4
404,300324,2
404,300320,2
404,300035,4
404,300173,5
404,300008,2
405,300113,1
405,300323,1
405,300170,1
405,300053,1
405,300094,1
405,300017,1
405,300282,4
405,300032,3
406,300088,4
406,300067,1
406,300312,1
406,300233,1
406,300083,3
406,300295,1
406,300002,1
406,300302,1
406,300161,2
406,300204,1
407,300077,5
407,300075,5
407,300108,5
407,300045,5
407,300128,4
407,300082,2
407,300258,1
407,300239,5
407,300269,3
407,300001,3
408,300115,3
408,300137,4
408,300107,3
408,300123,1
408,300067,3
408,300047,3
408,300164,1
408,300228,1
408,300278,1
408,300294,2
409,300094,1
409,300252,5
409,300030,3
409,300054,5
409,300267,2
409,300141,1
409,300282,1
409,300014,5
409,300219,5
409,300167,5
410,300025,5
410,300099,4
410,300323,5
410,300131,4
410,300169,4
410,300213,5
410,300302,5
410,300247,5
411,300300,5
411,300023,5
411,300081,5
411,300011,1
411,300062,5
411,300292,5
411,300297,1
411,300013,1
412,300184,1
412,300051,5
412,300200,5
412,300286,4
412,300047,5
412,300089,5
412,300324,4
412,300123,4
412,300191,4
412,300112,3
413,300321,5
413,300255,2
413,300036,5
413,300322,3
413,300182,5
413,300288,5
413,300064,5
413,300154,4
414,300323,4
414,300125,5
414,300275,4
414,300198,4
414,300166,5
414,300311,4
414,300127,4
414,300285,4
415,300166,5
415,300055,4
415,300316,5
415,300295,4
415,300097,3
415,300211,5
415,300264,4
415,300262,4
416,300212,5
416,300213,4
416,300189,4
416,300092,5
416,300038,4
416,300222,4
416,300043,4
416,300080,5
416,300158,4
416,300001,5
417,300108,4
417,300256,3
417,300010,5
417,300278,5
417,300149,4
417,300042,5
417,300211,5
417,300071,4
417,300053,4
417,300240,4
418,300150,3
418,300205,5
418,300087,2
418,300051,5
418,300255,3
418,300228,5
418,300041,5
418,300204,5
419,300186,5
419,300213,5
419,300109,4
419,300007,2
419,300221,1
419,300144,5
419,300181,3
419,300146,3
420,300238,3
420,300075,4
420,300297,3
420,300123,1
420,300307,3
420,300051,3
420,300170,1
420,300302,1
420,300161,1
420,300043,2
421,300182,1
421,300004,5
421,300300,5
421,300066,5
421,300018,5
421,300313,4
421,300060,2
421,300244,1
421,300104,5
421,300298,3
422,300279,3
422,300055,3
422,300297,4
422,300195,3
422,300104,1
422,300231,3
422,300047,3
422,300253,1
423,300215,1
423,300162,1
423,300158,2
423,300134,1
423,300232,5
423,300091,3
423,300075,1
423,300183,3
424,300068,3
424,300324,1
424,300294,1
424,300313,1
424,300046,2
424,300291,1
424,300142,5
424,300215,5
425,300305,5
425,300173,5
425,300194,4
425,300107,2
425,300240,1
425,300171,5
425,300203,3
425,300213,4
425,300180,4
425,300026,5
426,300271,4
426,300249,5
426,300047,4
426,300226,3
426,300262,5
426,300259,4
426,300247,4
426,300242,5
426,300202,4
426,300324,4
427,300040,5
427,300024,4
427,300248,4
427,300281,4
427,300062,5
427,300112,4
427,300277,5
427,300145,4
428,300158,3
428,300265,5
428,300271,5
428,300216,4
428,300009,5
428,300001,5
428,300205,4
428,300064,5
428,300228,5
428,300298,5
429,300023,5
429,300078,5
429,300213,5
429,300080,5
429,300153,5
429,300022,5
429,300090,5
429,300056,5
429,300217,5
429,300099,4
430,300316,4
430,300182,3
430,300102,4
430,300295,3
430,300012,2
430,300194,2
430,300073,4
430,300033,2
431,300304,5
431,300102,4
431,300147,5
431,300140,5
431,300223,4
431,300205,5
431,300058,5
431,300037,5
432,300301,5
432,300060,5
432,300141,5
432,300067,5
432,300284,5
432,300103,5
432,300290,5
432,300038,5
432,300312,5
432,300201,1
433,300108,2
433,300107,1
433,300167,5
433,300042,3
433,300173,1
433,300294,3
433,300282,3
433,300199,1
433,300024,1
433,300063,1
434,300179,2
434,300099,1
434,300081,5
434,300040,5
434,300295,5
434,300306,5
434,300098,4
434,300304,2
435,300267,1
435,300088,5
435,300292,3
435,300187,4
435,300138,4
435,300324,5
435,300182,4
435,300232,5
436,300306,4
436,300273,4
436,300072,4
436,300104,4
436,300270,5
436,300005,4
436,300047,5
436,300228,4
436,300147,3
436,300235,5
437,300313,5
437,300227,4
437,300261,5
437,300163,5
437,300105,4
437,300032,4
437,300027,4
437,300046,3
438,300224,5
438,300033,2
438,300200,5
438,300184,3
438,300077,5
438,300162,5
438,300223,5
438,300164,5
438,300199,5
438,300168,4
439,300117,2
439,300321,1
439,300285,5
439,300199,3
439,300225,3
439,300135,3
439,300118,4
439,300123,3
439,300189,1
439,300195,3
440,300232,3
440,300145,1
440,300061,1
440,300143,1
440,300122,2
440,300258,1
440,300028,5
440,300173,5
441,300153,5
441,300003,5
441,300207,4
441,300262,2
441,300277,1
441,300139,5
441,300116,3
441,300222,3
441,300008,3
441,300300,4
442,300012,3
442,300156,1
442,300182,3
442,300157,3
442,300068,1
442,300201,1
442,300039,1
442,300293,2
442,300164,1
442,300139,5
443,300094,3
443,300059,1
443,300187,3
443,300248,3
443,300234,1
443,300154,1
443,300308,1
443,300324,2
444,300034,1
444,300096,5
444,300151,5
444,300166,5
444,300193,5
444,300201,4
444,300210,2
444,300100,1
444,300257,5
444,300197,3
445,300191,4
445,300060,4
445,300304,5
445,300215,4
445,300285,5
445,300084,4
445,300041,3
445,300279,5
446,300074,4
446,300073,4
446,300015,5
446,300272,4
446,300194,4
446,300200,5
446,300115,4
446,300159,4
447,300230,4
447,300284,5
447,300274,4
447,300115,5
447,300193,4
447,300072,3
447,300260,5
447,300082,5
448,300130,4
448,300311,5
448,300156,5
448,300030,4
448,300069,5
448,300250,5
448,300133,5
448,300257,5
449,300191,5
449,300127,5
449,300017,5
449,300236,5
449,300154,5
449,300250,5
449,300158,5
449,300274,5
449,300254,4
449,300263,4
450,300208,3
450,300276,4
450,300321,3
450,300039,2
450,300090,2
450,300131,4
450,300322,2
450,300032,5
450,300191,4
450,300061,5
451,300233,5
451,300302,4
451,300136,5
451,300079,5
451,300101,5
451,300287,5
451,300311,5
451,300220,5
452,300094,5
452,300149,5
452,300314,5
452,300185,5
452,300008,5
452,300049,5
452,300298,1
452,300200,2
453,300267,1
453,300177,5
453,300073,3
453,300204,1
453,300067,3
453,300024,3
453,300271,1
453,300149,1
453,300094,1
453,300159,2
454,300147,1
454,300005,5
